source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,minus_log10_p,GeneRatio,FoldEnrichment
GO:BP,GO:0032655,regulation of interleukin-12 production,0.0009331240836226119,True,"""Any process that modulates the frequency, rate, or extent of interleukin-12 production."" [GOC:mah]",61,188,5,20972,0.026595744680851064,0.08196721311475409,query_1,"['GO:0001817', 'GO:0032615']",3.030060601430927,0.026595744680851064,0.08196721311475409
GO:BP,GO:0032615,interleukin-12 production,0.0009331240836226119,True,"""The appearance of interleukin-12 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",61,188,5,20972,0.026595744680851064,0.08196721311475409,query_1,['GO:0001816'],3.030060601430927,0.026595744680851064,0.08196721311475409
GO:BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,0.0009331240836226119,True,"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]",61,188,5,20972,0.026595744680851064,0.08196721311475409,query_1,"['GO:0001934', 'GO:0018108', 'GO:0050730']",3.030060601430927,0.026595744680851064,0.08196721311475409
GO:BP,GO:0060759,regulation of response to cytokine stimulus,0.0009331240836226119,True,"""Any process that modulates the rate, frequency, or extent of a response to cytokine stimulus."" [GOC:BHF, GOC:dph, GOC:tb]",179,188,8,20972,0.0425531914893617,0.0446927374301676,query_1,"['GO:0034097', 'GO:0048583']",3.030060601430927,0.0425531914893617,0.0446927374301676
GO:MF,GO:0008200,ion channel inhibitor activity,0.000940880793186206,True,"""Binds to and stops, prevents, or reduces the activity of an ion channel."" [GOC:mah]",46,186,5,20208,0.026881720430107527,0.10869565217391304,query_1,"['GO:0016248', 'GO:0099106']",3.0264653969137685,0.026881720430107527,0.10869565217391304
GO:MF,GO:0005496,steroid binding,0.000940880793186206,True,"""Binding to a steroid, any of a large group of substances that have in common a ring system based on 1,2-cyclopentanoperhydrophenanthrene."" [GOC:jl, ISBN:0198506732]",108,186,7,20208,0.03763440860215054,0.06481481481481481,query_1,['GO:0008289'],3.0264653969137685,0.03763440860215054,0.06481481481481481
WP,WP:WP2855,Dopaminergic neurogenesis,0.0009474770248937557,True,Dopaminergic neurogenesis,30,169,5,8899,0.029585798816568046,0.16666666666666666,query_1,['WP:000000'],3.023431312318031,0.029585798816568046,0.16666666666666666
GO:CC,GO:0032589,neuron projection membrane,0.0009623934737833465,True,"""The portion of the plasma membrane surrounding a neuron projection."" [GOC:mah]",62,187,5,22155,0.026737967914438502,0.08064516129032258,query_1,"['GO:0031253', 'GO:0031256', 'GO:0043005']",3.016647330711323,0.026737967914438502,0.08064516129032258
GO:BP,GO:1905954,positive regulation of lipid localization,0.0009754968963666791,True,"""Any process that activates or increases the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]",96,188,6,20972,0.031914893617021274,0.0625,query_1,"['GO:0010876', 'GO:0048518', 'GO:1905952']",3.010774108015203,0.031914893617021274,0.0625
GO:BP,GO:0061564,axon development,0.0009768703905095016,True,"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]",513,188,14,20972,0.07446808510638298,0.02729044834307992,query_1,['GO:0031175'],3.0101630539071267,0.07446808510638298,0.02729044834307992
GO:BP,GO:0072175,epithelial tube formation,0.0009818672307179703,True,"""The developmental process pertaining to the initial formation of an epithelial tube."" [GOC:mtg_kidney_jan10]",136,188,7,20972,0.03723404255319149,0.051470588235294115,query_1,"['GO:0035148', 'GO:0060562']",3.007947234071369,0.03723404255319149,0.051470588235294115
GO:MF,GO:0022804,active transmembrane transporter activity,0.0009868051385553299,True,"""Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction."" [GOC:mtg_transport, ISBN:0815340729]",445,186,14,20208,0.07526881720430108,0.03146067415730337,query_1,['GO:0022857'],3.0057685976901913,0.07526881720430108,0.03146067415730337
KEGG,KEGG:04115,p53 signaling pathway,0.0009972612176149238,True,p53 signaling pathway,75,156,7,8716,0.04487179487179487,0.09333333333333334,query_1,['KEGG:00000'],3.0011910698630846,0.04487179487179487,0.09333333333333334
GO:BP,GO:0006687,glycosphingolipid metabolic process,0.0009986909049600125,True,"""The chemical reactions and pathways involving glycosphingolipids, any compound with residues of sphingoid and at least one monosaccharide."" [ISBN:0198547684]",62,188,5,20972,0.026595744680851064,0.08064516129032258,query_1,"['GO:0006664', 'GO:0006665']",3.0005689052089464,0.026595744680851064,0.08064516129032258
GO:BP,GO:0002262,myeloid cell homeostasis,0.0009986909049600125,True,"""The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [CL:0000763, GOC:add]",181,188,8,20972,0.0425531914893617,0.04419889502762431,query_1,"['GO:0002376', 'GO:0048872']",3.0005689052089464,0.0425531914893617,0.04419889502762431
GO:BP,GO:0071312,cellular response to alkaloid,0.0009986909049600125,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alkaloid stimulus. Alkaloids are a large group of nitrogenous substances found in naturally in plants, many of which have extracts that are pharmacologically active."" [GOC:mah]",34,188,4,20972,0.02127659574468085,0.11764705882352941,query_1,"['GO:0043279', 'GO:1901699']",3.0005689052089464,0.02127659574468085,0.11764705882352941
GO:BP,GO:0042306,regulation of protein import into nucleus,0.0009986909049600125,True,"""Any process that modulates the frequency, rate or extent of movement of proteins from the cytoplasm to the nucleus."" [GOC:jl]",62,188,5,20972,0.026595744680851064,0.08064516129032258,query_1,"['GO:0006606', 'GO:0033157', 'GO:0046822', 'GO:1900180']",3.0005689052089464,0.026595744680851064,0.08064516129032258
GO:BP,GO:0007616,long-term memory,0.0009986909049600125,True,"""The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation."" [http://hebb.mit.edu/courses/9.03/lecture4.html, ISBN:0582227089]",34,188,4,20972,0.02127659574468085,0.11764705882352941,query_1,['GO:0007613'],3.0005689052089464,0.02127659574468085,0.11764705882352941
GO:BP,GO:0062207,regulation of pattern recognition receptor signaling pathway,0.0009986909049600125,True,"""Any process that modulates the rate, frequency or extent of a pattern recognition receptor signaling pathway."" [PMID:30610168]",181,188,8,20972,0.0425531914893617,0.04419889502762431,query_1,"['GO:0002221', 'GO:0009966', 'GO:0045088']",3.0005689052089464,0.0425531914893617,0.04419889502762431
GO:BP,GO:0071715,icosanoid transport,0.0009986909049600125,True,"""The directed movement of icosanoids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Icosanoids are unsaturated C20 fatty acids and skeletally related compounds."" [GOC:mah]",62,188,5,20972,0.026595744680851064,0.08064516129032258,query_1,['GO:0046942'],3.0005689052089464,0.026595744680851064,0.08064516129032258
GO:BP,GO:0070050,neuron cellular homeostasis,0.0009986909049600125,True,"""The cellular homeostatic process that preserves a neuron in a stable, differentiated functional and structural state."" [GOC:BHF, GOC:mah]",62,188,5,20972,0.026595744680851064,0.08064516129032258,query_1,['GO:0019725'],3.0005689052089464,0.026595744680851064,0.08064516129032258
GO:BP,GO:0031663,lipopolysaccharide-mediated signaling pathway,0.0009986909049600125,True,"""The series of molecular signals initiated by the binding of a lipopolysaccharide (LPS) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Lipopolysaccharides are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."" [GOC:mah, GOC:signaling, PMID:15379975]",62,188,5,20972,0.026595744680851064,0.08064516129032258,query_1,"['GO:0007166', 'GO:0071222']",3.0005689052089464,0.026595744680851064,0.08064516129032258
GO:BP,GO:0099509,regulation of presynaptic cytosolic calcium ion concentration,0.001000638574211849,True,"""Any process that regulates the concentration of calcium in the presynaptic cytosol."" [GOC:dos]",14,188,3,20972,0.015957446808510637,0.21428571428571427,query_1,"['GO:0051480', 'GO:0070050']",2.999722759253486,0.015957446808510637,0.21428571428571427
GO:BP,GO:0071504,cellular response to heparin,0.001000638574211849,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heparin stimulus."" [GOC:mah, GOC:yaf]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0071503', 'GO:1901699', 'GO:1901701']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0060746,parental behavior,0.001000638574211849,True,"""A reproductive behavior in which a parent cares for and rears offspring."" [GOC:dph]",14,188,3,20972,0.015957446808510637,0.21428571428571427,query_1,['GO:0019098'],2.999722759253486,0.015957446808510637,0.21428571428571427
GO:BP,GO:0046136,positive regulation of vitamin metabolic process,0.001000638574211849,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a vitamin, one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."" [GOC:ai]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0006766', 'GO:0030656', 'GO:0062013']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0002874,regulation of chronic inflammatory response to antigenic stimulus,0.001000638574211849,True,"""Any process that modulates the frequency, rate, or extent of a chronic inflammatory response to an antigenic stimulus."" [GOC:add]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0002439', 'GO:0002676', 'GO:0002861']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0002904,positive regulation of B cell apoptotic process,0.001000638574211849,True,"""Any process that activates or increases the frequency, rate, or extent of B cell apoptotic process."" [GOC:add, GOC:mtg_apoptosis]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0001783', 'GO:0002902', 'GO:0070230']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0001661,conditioned taste aversion,0.001000638574211849,True,"""A conditioned aversion to a specific chemical compound as a result of that compound being coupled with a noxious stimulus."" [GOC:dph, PMID:9920659]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0007631', 'GO:0008306']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0061514,interleukin-34-mediated signaling pathway,0.001000638574211849,True,"""The series of molecular signals initiated by interleukin-34 binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:dph, PMID:18467591]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,['GO:0019221'],2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0072535,tumor necrosis factor (ligand) superfamily member 11 production,0.001000638574211849,True,"""The appearance of tumor necrosis factor superfamily member 11 (TNFSF11; RANKL) due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:BHF, GOC:mah]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,['GO:0071706'],2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0061713,anterior neural tube closure,0.001000638574211849,True,"""The step in the formation of the neural tube, where the paired anterior neural folds are brought together and fuse at the dorsal midline."" [GOC:BHF, GOC:dph, GOC:hal, PMID:17286298]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0001843', 'GO:0060606']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,0.001000638574211849,True,"""The series of events involved in the perception of pain in which a mechanical stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos]",14,188,3,20972,0.015957446808510637,0.21428571428571427,query_1,"['GO:0019233', 'GO:0050974']",2.999722759253486,0.015957446808510637,0.21428571428571427
GO:BP,GO:0042362,fat-soluble vitamin biosynthetic process,0.001000638574211849,True,"""The chemical reactions and pathways resulting in the formation of any of a diverse group of vitamins that are soluble in organic solvents and relatively insoluble in water."" [GOC:jl, ISBN:0198506732]",14,188,3,20972,0.015957446808510637,0.21428571428571427,query_1,['GO:0009110'],2.999722759253486,0.015957446808510637,0.21428571428571427
GO:BP,GO:0045348,positive regulation of MHC class II biosynthetic process,0.001000638574211849,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of MHC class II."" [GOC:go_curators]",14,188,3,20972,0.015957446808510637,0.21428571428571427,query_1,"['GO:0010557', 'GO:0045342', 'GO:0045346']",2.999722759253486,0.015957446808510637,0.21428571428571427
GO:BP,GO:2000307,regulation of tumor necrosis factor (ligand) superfamily member 11 production,0.001000638574211849,True,"""Any process that modulates the frequency, rate or extent of tumor necrosis factor (ligand) superfamily member 11 production."" [GOC:BHF, GOC:mah]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0072535', 'GO:1903555']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:1903377,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.001000638574211849,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced neuron intrinsic apoptotic signaling pathway."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:15790595]",14,188,3,20972,0.015957446808510637,0.21428571428571427,query_1,"['GO:0036480', 'GO:0043524', 'GO:1902176', 'GO:1903376']",2.999722759253486,0.015957446808510637,0.21428571428571427
GO:BP,GO:0060406,positive regulation of penile erection,0.001000638574211849,True,"""Any process that increases the rate, frequency or extent of penile erection. Penile erection is the hardening, enlarging and rising of the penis which often occurs in the sexually aroused male and enables sexual intercourse. Achieved by increased inflow of blood into the vessels of erectile tissue, and decreased outflow."" [GOC:dph, GOC:tb]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0043084', 'GO:0051240', 'GO:0060405', 'GO:2000243']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0072139,glomerular parietal epithelial cell differentiation,0.001000638574211849,True,"""The process in which a relatively unspecialized cell acquires specialized features of a glomerular parietal epithelial cell. Glomerular parietal epithelial cells are specialized epithelial cells that form tight junctions as a barrier to protein transport."" [GOC:mtg_kidney_jan10]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,['GO:0072311'],2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0046632,alpha-beta T cell differentiation,0.001000638574211849,True,"""The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."" [CL:0000789, GOC:ai]",137,188,7,20972,0.03723404255319149,0.051094890510948905,query_1,"['GO:0030217', 'GO:0046631']",2.999722759253486,0.03723404255319149,0.051094890510948905
GO:BP,GO:0010701,positive regulation of norepinephrine secretion,0.001000638574211849,True,"""Any process that increases the frequency, rate or extent of the regulated release of norepinephrine."" [GOC:dph, GOC:tb]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0014061', 'GO:0033605', 'GO:0048243']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0002439,chronic inflammatory response to antigenic stimulus,0.001000638574211849,True,"""A chronic inflammatory response to an antigenic stimulus. A chronic inflammatory response persists indefinitely during days, weeks, or months in the life of an individual."" [GOC:add, ISBN:0781735149]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0002437', 'GO:0002544']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0033145,positive regulation of intracellular steroid hormone receptor signaling pathway,0.001000638574211849,True,"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]",14,188,3,20972,0.015957446808510637,0.21428571428571427,query_1,"['GO:0030518', 'GO:0033143', 'GO:1902533']",2.999722759253486,0.015957446808510637,0.21428571428571427
GO:BP,GO:0006808,regulation of nitrogen utilization,0.001000638574211849,True,"""Any process that modulates the frequency, rate or extent of nitrogen utilization."" [GOC:go_curators]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0019740', 'GO:0032107']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0071288,cellular response to mercury ion,0.001000638574211849,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mercury ion stimulus."" [GOC:mah]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,"['GO:0046689', 'GO:0071248']",2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0042711,maternal behavior,0.001000638574211849,True,"""Female behaviors associated with the care and rearing of offspring."" [GOC:curators]",14,188,3,20972,0.015957446808510637,0.21428571428571427,query_1,['GO:0060746'],2.999722759253486,0.015957446808510637,0.21428571428571427
GO:BP,GO:0002125,maternal aggressive behavior,0.001000638574211849,True,"""Aggressive behavior of a female to protect her offspring from a threat."" [GOC:hjd]",3,188,2,20972,0.010638297872340425,0.6666666666666666,query_1,['GO:0002118'],2.999722759253486,0.010638297872340425,0.6666666666666666
GO:BP,GO:0002532,production of molecular mediator involved in inflammatory response,0.001001831307614613,True,"""The synthesis or release of any molecular mediator of the inflammatory response following an inflammatory stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, GOC:dph, GOC:tb, ISBN:0781735149]",97,188,6,20972,0.031914893617021274,0.061855670103092786,query_1,"['GO:0006954', 'GO:0032501']",2.999205400564438,0.031914893617021274,0.061855670103092786
GO:BP,GO:0009308,amine metabolic process,0.001001831307614613,True,"""The chemical reactions and pathways involving any organic compound that is weakly basic in character and contains an amino or a substituted amino group. Amines are called primary, secondary, or tertiary according to whether one, two, or three carbon atoms are attached to the nitrogen atom."" [GOC:jl, ISBN:0198506732]",97,188,6,20972,0.031914893617021274,0.061855670103092786,query_1,['GO:0008152'],2.999205400564438,0.031914893617021274,0.061855670103092786
GO:BP,GO:0097306,cellular response to alcohol,0.001001831307614613,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr]",97,188,6,20972,0.031914893617021274,0.061855670103092786,query_1,"['GO:0097305', 'GO:1901701']",2.999205400564438,0.031914893617021274,0.061855670103092786
GO:MF,GO:0019902,phosphatase binding,0.0010145301672936445,True,"""Binding to a phosphatase."" [GOC:jl]",191,186,9,20208,0.04838709677419355,0.04712041884816754,query_1,['GO:0019899'],2.993735034589853,0.04838709677419355,0.04712041884816754
GO:MF,GO:0042379,chemokine receptor binding,0.0010145301672936445,True,"""Binding to a chemokine receptor."" [GOC:ai]",76,186,6,20208,0.03225806451612903,0.07894736842105263,query_1,"['GO:0001664', 'GO:0005126']",2.993735034589853,0.03225806451612903,0.07894736842105263
KEGG,KEGG:04750,Inflammatory mediator regulation of TRP channels,0.0010185581271362895,True,Inflammatory mediator regulation of TRP channels,99,156,8,8716,0.05128205128205128,0.08080808080808081,query_1,['KEGG:00000'],2.992014181613052,0.05128205128205128,0.08080808080808081
WP,WP:WP5372,Involvement of secretase in neurodegenerative diseases,0.0010199878236354174,True,Involvement of secretase in neurodegenerative diseases,17,169,4,8899,0.023668639053254437,0.23529411764705882,query_1,['WP:000000'],2.991405012708192,0.023668639053254437,0.23529411764705882
WP,WP:WP5549,Tryptophan kynurenine pathway in post COVID syndrome,0.0010199878236354174,True,Tryptophan kynurenine pathway in post COVID syndrome,17,169,4,8899,0.023668639053254437,0.23529411764705882,query_1,['WP:000000'],2.991405012708192,0.023668639053254437,0.23529411764705882
GO:BP,GO:0044281,small molecule metabolic process,0.0010349552306527072,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1694,188,30,20972,0.1595744680851064,0.01770956316410862,query_1,['GO:0008152'],2.9850784361983767,0.1595744680851064,0.01770956316410862
GO:BP,GO:0009261,ribonucleotide catabolic process,0.0010423028264959788,True,"""The chemical reactions and pathways resulting in the breakdown of a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",138,188,7,20972,0.03723404255319149,0.050724637681159424,query_1,"['GO:0009166', 'GO:0009259', 'GO:1901136']",2.982006084520872,0.03723404255319149,0.050724637681159424
GO:BP,GO:1903078,positive regulation of protein localization to plasma membrane,0.0010492325247312853,True,"""Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]",63,188,5,20972,0.026595744680851064,0.07936507936507936,query_1,"['GO:0072659', 'GO:1903076', 'GO:1904377', 'GO:1905477']",2.9791282553554277,0.026595744680851064,0.07936507936507936
GO:BP,GO:0033619,membrane protein proteolysis,0.0010492325247312853,True,"""The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains."" [GOC:pde]",63,188,5,20972,0.026595744680851064,0.07936507936507936,query_1,['GO:0006508'],2.9791282553554277,0.026595744680851064,0.07936507936507936
GO:BP,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,0.0010492325247312853,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]",63,188,5,20972,0.026595744680851064,0.07936507936507936,query_1,"['GO:0001818', 'GO:0071706', 'GO:1903555']",2.9791282553554277,0.026595744680851064,0.07936507936507936
GO:MF,GO:0015296,monoatomic anion:monoatomic cation symporter activity,0.0010512707012641687,True,"""Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: anion(out) + cation(out) = anion(in) + cation(in)."" [TC:2.A.1.14.-]",25,186,4,20208,0.021505376344086023,0.16,query_1,"['GO:0008509', 'GO:0015294']",2.9782854391309845,0.021505376344086023,0.16
GO:BP,GO:0060993,kidney morphogenesis,0.0010521827762287308,True,"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]",98,188,6,20972,0.031914893617021274,0.061224489795918366,query_1,"['GO:0001822', 'GO:0009887']",2.977908811691153,0.031914893617021274,0.061224489795918366
GO:BP,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,0.0010521827762287308,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]",98,188,6,20972,0.031914893617021274,0.061224489795918366,query_1,"['GO:0097191', 'GO:2001234', 'GO:2001236']",2.977908811691153,0.031914893617021274,0.061224489795918366
GO:BP,GO:0002221,pattern recognition receptor signaling pathway,0.0010521827762287308,True,"""The series of molecular signals initiated by a ligand binding to a pattern recognition receptor (PRR), and ending with the regulation of a downstream cellular process, e.g. transcription. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]",284,188,10,20972,0.05319148936170213,0.035211267605633804,query_1,['GO:0002758'],2.977908811691153,0.05319148936170213,0.035211267605633804
GO:BP,GO:0006096,glycolytic process,0.0010521827762287308,True,"""The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules."" [GOC:bf, GOC:dph, ISBN:0201090910, ISBN:0716720094, ISBN:0879010479, Wikipedia:Glycolysis]",98,188,6,20972,0.031914893617021274,0.061224489795918366,query_1,"['GO:0006090', 'GO:0006091', 'GO:0009060', 'GO:0016052', 'GO:0019364', 'GO:0046032', 'GO:0046034', 'GO:0046496']",2.977908811691153,0.031914893617021274,0.061224489795918366
GO:BP,GO:0048568,embryonic organ development,0.0010611420331258176,True,"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]",457,188,13,20972,0.06914893617021277,0.028446389496717725,query_1,"['GO:0009790', 'GO:0048513']",2.9742264821925217,0.06914893617021277,0.028446389496717725
KEGG,KEGG:05214,Glioma,0.0010615617321184107,True,Glioma,76,156,7,8716,0.04487179487179487,0.09210526315789473,query_1,['KEGG:00000'],2.9740547455970505,0.04487179487179487,0.09210526315789473
REAC,REAC:R-HSA-201556,Signaling by ALK,0.0010700179233857372,True,Signaling by ALK,28,163,5,11056,0.03067484662576687,0.17857142857142858,query_1,['REAC:R-HSA-9006934'],2.9706089475836417,0.03067484662576687,0.17857142857142858
GO:BP,GO:1901292,nucleoside phosphate catabolic process,0.0010820145975841931,True,"""The chemical reactions and pathways resulting in the breakdown of a nucleoside phosphate."" [GOC:TermGenie]",184,188,8,20972,0.0425531914893617,0.043478260869565216,query_1,"['GO:0006753', 'GO:0034655', 'GO:0046434']",2.9657668800727954,0.0425531914893617,0.043478260869565216
WP,WP:WP3982,miRNA regulation of p53 pathway in prostate cancer,0.0010841419566272885,True,miRNA regulation of p53 pathway in prostate cancer,31,169,5,8899,0.029585798816568046,0.16129032258064516,query_1,['WP:000000'],2.96491384792359,0.029585798816568046,0.16129032258064516
WP,WP:WP3981,miRNA regulation of prostate cancer signaling,0.0010841419566272885,True,miRNA regulation of prostate cancer signaling,31,169,5,8899,0.029585798816568046,0.16129032258064516,query_1,['WP:000000'],2.96491384792359,0.029585798816568046,0.16129032258064516
GO:BP,GO:0032743,positive regulation of interleukin-2 production,0.0010846319164753654,True,"""Any process that activates or increases the frequency, rate, or extent of interleukin-2 production."" [GOC:mah]",35,188,4,20972,0.02127659574468085,0.11428571428571428,query_1,"['GO:0001819', 'GO:0032623', 'GO:0032663']",2.964717620124433,0.02127659574468085,0.11428571428571428
GO:BP,GO:0086004,regulation of cardiac muscle cell contraction,0.0010846319164753654,True,"""Any process that modulates the frequency, rate or extent of cardiac muscle cell contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",35,188,4,20972,0.02127659574468085,0.11428571428571428,query_1,"['GO:0055117', 'GO:0086003', 'GO:1903115']",2.964717620124433,0.02127659574468085,0.11428571428571428
GO:BP,GO:0001782,B cell homeostasis,0.0010846319164753654,True,"""The process of regulating the proliferation and elimination of B cells such that the total number of B cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149, PMID:12956429]",35,188,4,20972,0.02127659574468085,0.11428571428571428,query_1,['GO:0002260'],2.964717620124433,0.02127659574468085,0.11428571428571428
GO:BP,GO:0001657,ureteric bud development,0.0011055282298922478,True,"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]",99,188,6,20972,0.031914893617021274,0.06060606060606061,query_1,['GO:0072164'],2.9564301631441596,0.031914893617021274,0.06060606060606061
GO:BP,GO:0001558,regulation of cell growth,0.0011055282298922478,True,"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",399,188,12,20972,0.06382978723404255,0.03007518796992481,query_1,"['GO:0016049', 'GO:0040008', 'GO:0051128']",2.9564301631441596,0.06382978723404255,0.03007518796992481
GO:BP,GO:0072659,protein localization to plasma membrane,0.0011055282298922478,True,"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]",286,188,10,20972,0.05319148936170213,0.03496503496503497,query_1,"['GO:0072657', 'GO:1990778']",2.9564301631441596,0.05319148936170213,0.03496503496503497
